id,disabled,seq,verify,update_time,create_time,playing_time,is_finished,user_id,video_id,course_id,first_finished_time,started_at,flag,new_course_id,course_video_length,new_started_at,new_started_at_UTC,next_started_at,rest_time
1059,0,0,0,2025/3/25 1:28,2024/12/15 7:47,1688.872609,1,1004595,24596,1421,2024/12/26 2:50,2024/12/26 1:50,留,,,,,,
1061,0,0,0,2025/1/3 0:47,2024/12/15 8:31,1008.607143,1,1004595,24602,1422,2024/12/26 5:26,2024/12/26 4:25,留,,,,,,
1062,0,0,0,2025/3/25 1:28,2024/12/15 8:48,856.785399,1,1004595,24604,1423,2024/12/26 6:30,2024/12/26 5:30,留,,,,,,
1063,0,0,0,2025/3/24 2:36,2024/12/15 9:20,1845.212997,1,1004595,24606,1424,2024/12/26 7:45,2024/12/26 6:45,留,,,,,,
1064,0,0,0,2025/3/25 8:25,2024/12/15 10:32,2255.452924,1,1004595,24622,1425,2025/1/6 1:02,2025/1/6 0:02,留,,,,,,
1065,0,0,0,2025/3/25 8:25,2024/12/15 11:19,1517.129786,1,1004595,24624,1426,2025/1/6 1:40,2025/1/6 1:10,留,,,,,,
1067,0,0,0,2025/3/25 8:25,2024/12/15 11:55,1189.885669,1,1004595,24626,1427,2025/1/6 2:46,2025/1/6 2:16,留,,,,,,
1068,0,0,0,2025/3/24 2:22,2024/12/15 12:15,1467.736191,1,1004595,24628,1428,2025/1/6 5:43,2025/1/6 4:43,留,,,,,,
1070,0,0,0,2025/3/24 2:22,2024/12/15 12:42,1153.616032,1,1004595,24630,1429,2025/1/6 6:34,2025/1/6 6:04,留,,,,,,
1124,0,0,0,2025/3/24 2:22,2024/12/16 11:17,1896.395891,1,1004595,24632,1430,2025/1/6 7:49,2025/1/6 6:49,留,,,,,,
1128,0,0,0,2025/3/24 2:22,2024/12/16 11:51,1439.775883,1,1004595,24636,1431,2025/1/6 9:00,2025/1/6 8:00,留,,,,,,
1532,0,0,0,2025/3/25 1:31,2024/12/21 7:25,1268.555634,1,1004595,24482,1432,2025/1/7 0:35,2025/1/7 0:05,留,,,,,,
1534,0,0,0,2025/3/25 1:31,2024/12/21 8:41,1200.334671,1,1004595,24486,1433,2025/1/7 1:15,2025/1/7 0:45,留,,,,,,
1535,0,0,0,2025/3/25 1:32,2024/12/21 9:05,2100.713401,1,1004595,24488,1434,2025/1/7 2:06,2025/1/7 1:36,留,,,,,,
1536,0,0,0,2025/3/25 1:33,2024/12/21 9:50,1405.08864,1,1004595,24492,1370,2025/1/7 5:06,2025/1/7 4:05,留,,,,,,
1538,0,0,0,2025/3/25 1:33,2024/12/21 10:14,306.811887,1,1004595,24494,1372,2025/1/7 6:11,2025/1/7 5:11,留,,,,,,
1540,0,0,0,2025/1/5 2:45,2024/12/21 10:32,211.051281,1,1004595,24496,1373,2025/1/8 5:53,2025/1/8 4:53,留,,,,,,
1542,0,0,0,2025/1/11 0:19,2024/12/21 10:56,255.78282,1,1004595,24506,1374,2025/1/8 7:11,2025/1/8 6:10,留,,,,,,
1544,0,0,0,2025/1/5 3:17,2024/12/21 11:31,1797.736507,1,1004595,24512,1375,2025/1/8 8:04,2025/1/8 7:34,留,,,,,,
1545,0,0,0,2024/12/21 11:59,2024/12/21 11:32,1621.917007,1,1004595,24510,1376,2025/1/8 8:45,2025/1/8 8:15,留,,,,,,
1551,0,0,0,2025/3/24 2:18,2024/12/21 13:30,1125.096068,1,1004595,24514,1378,2025/1/9 1:01,2025/1/9 0:01,留,,,,,,
1555,0,0,0,2025/3/24 2:18,2024/12/22 1:32,1900.660282,1,1004595,24516,1379,2025/1/9 2:02,2025/1/9 1:02,留,,,,,,
1556,0,0,0,2025/1/5 8:14,2024/12/22 2:08,1179.397136,1,1004595,24532,1389,2025/1/9 6:04,2025/1/9 5:04,留,,,,,,
1557,0,0,0,2025/1/5 8:19,2024/12/22 2:30,1755.345153,1,1004595,24536,1393,2025/1/9 7:20,2025/1/9 6:20,留,,,,,,
1559,0,0,0,2025/1/5 8:55,2024/12/22 3:02,2990.019868,1,1004595,24500,1394,2025/1/9 8:42,2025/1/9 7:42,留,,,,,,
1562,0,0,0,2025/3/25 1:35,2024/12/22 4:02,1954.596289,1,1004595,24502,1397,2025/1/10 1:05,2025/1/10 0:05,留,,,,,,
1564,0,0,0,2025/3/25 1:35,2024/12/22 5:08,3136.304738,1,1004595,24528,1399,2025/1/10 2:21,2025/1/10 1:21,留,,,,,,
1566,0,0,0,2025/3/24 2:20,2024/12/22 5:33,1350.873753,1,1004595,24574,1401,2025/1/10 5:01,2025/1/10 4:01,留,,,,,,
1573,0,0,0,2024/12/22 10:34,2024/12/22 9:35,3592.319751,1,1004595,24590,1404,2025/1/10 6:22,2025/1/10 5:22,留,,,,,,
9901,0,0,0,2025/4/7 1:05,2025/2/27 2:19,1813.621315,1,1004595,26774,1291,2025/2/10 0:32,2025/2/10 0:02,留,,,,,,
9902,0,0,0,2025/4/7 1:06,2025/2/27 2:19,2540.569864,1,1004595,26768,1288,2025/2/10 2:02,2025/2/10 1:20,留,,,,,,
9904,0,0,0,2025/4/7 1:08,2025/2/27 2:23,2169.421383,1,1004595,26758,1283,2025/2/10 5:51,2025/2/10 5:15,留,,,,,,
9905,0,0,0,2025/4/7 1:53,2025/2/27 2:24,2882.136054,1,1004595,26852,1330,2025/2/13 6:30,2025/2/13 5:41,留,,,,,,
9981,0,0,0,2025/4/7 1:54,2025/2/27 4:24,1816.595921,1,1004595,26850,1329,2025/2/13 7:21,2025/2/13 6:33,留,,,,,,
10007,0,0,0,2025/4/7 1:54,2025/2/27 5:12,2174.738753,1,1004595,26848,1328,2025/2/13 8:00,2025/2/13 7:24,留,,,,,,
10040,0,0,0,2025/4/7 1:54,2025/2/27 5:51,2160.342358,1,1004595,26846,1327,2025/2/13 8:39,2025/2/13 8:03,留,,,,,,
10064,0,0,0,2025/4/7 1:56,2025/2/27 6:28,2173.043696,1,1004595,26844,1326,2025/2/14 0:39,2025/2/14 0:03,留,,,,,,
10129,0,0,0,2025/4/7 1:57,2025/2/27 7:30,2161.201497,1,1004595,26842,1325,2025/2/14 1:19,2025/2/14 0:43,留,,,,,,
10862,0,0,0,2025/4/7 1:59,2025/3/5 0:12,1809.046984,1,1004595,26840,1324,2025/2/14 1:51,2025/2/14 1:21,留,,,,,,
11089,0,0,0,2025/3/6 4:18,2025/3/6 0:27,1802.638254,1,1004595,26978,1367,2024/12/10 2:48,2024/12/10 2:18,留,,,,,,
12019,0,0,0,2025/4/7 2:04,2025/3/13 0:23,2880.069479,1,1004595,26838,1323,2025/2/14 2:44,2025/2/14 1:56,留,,,,,,
12034,0,0,0,2025/4/7 2:05,2025/3/13 1:13,2910.743107,1,1004595,26836,1322,2025/2/14 4:51,2025/2/14 4:03,留,,,,,,
12061,0,0,0,2025/4/7 2:05,2025/3/13 2:34,2904.3,1,1004595,26834,1321,2025/2/14 5:43,2025/2/14 4:55,留,,,,,,
12388,0,0,0,2025/4/7 2:06,2025/3/18 1:12,2888.834,1,1004595,26832,1320,2025/2/14 6:34,2025/2/14 5:46,留,,,,,,
12676,0,0,0,2025/4/7 2:06,2025/3/18 7:51,2167.354807,1,1004595,26830,1319,2025/2/14 7:15,2025/2/14 6:39,留,,,,,,
12699,0,0,0,2025/4/7 2:06,2025/3/19 0:38,2880.603537,1,1004595,26828,1318,2025/2/14 8:07,2025/2/14 7:18,留,,,,,,
12749,0,0,0,2025/4/7 2:07,2025/3/19 2:30,3602.606213,1,1004595,26872,1340,2025/2/17 1:02,2025/2/17 0:02,留,,,,,,
12762,0,0,0,2025/4/7 2:07,2025/3/19 3:02,3600.168118,1,1004595,26870,1339,2025/2/17 2:06,2025/2/17 1:06,留,,,,,,
12822,0,0,0,2025/4/7 2:08,2025/3/19 5:05,2161.967755,1,1004595,26868,1338,2025/2/17 2:45,2025/2/17 2:09,留,,,,,,
13125,0,0,0,2025/4/7 2:08,2025/3/24 1:43,2161.085397,1,1004595,26866,1337,2025/2/17 4:39,2025/2/17 4:03,留,,,,,,
13131,0,0,0,2025/4/7 2:09,2025/3/24 2:25,2571.243469,1,1004595,26864,1336,2025/2/17 5:25,2025/2/17 4:43,留,,,,,,
13151,0,0,0,2025/4/7 2:09,2025/3/24 3:59,2520.600658,1,1004595,26862,1335,2025/2/17 6:14,2025/2/17 5:32,留,,,,,,
13166,0,0,0,2025/4/7 2:10,2025/3/24 4:43,2886.408549,1,1004595,26860,1334,2025/2/17 7:06,2025/2/17 6:18,留,,,,,,
13179,0,0,0,2025/4/7 2:10,2025/3/24 5:33,2162.942993,1,1004595,26858,1333,2025/2/17 7:46,2025/2/17 7:10,留,,,,,,
13185,0,0,0,2025/4/7 2:18,2025/3/24 6:48,2891.586599,1,1004595,26856,1332,2025/2/17 8:36,2025/2/17 7:48,留,,,,,,
13198,0,0,0,2025/4/7 2:18,2025/3/24 7:39,2907.67805,1,1004595,26854,1331,2025/2/18 0:51,2025/2/18 0:03,留,,,,,,
13219,0,0,0,2025/4/7 2:28,2025/3/25 0:28,3601.004036,1,1004595,26442,1128,2025/2/18 1:57,2025/2/18 0:57,留,,,,,,
13253,0,0,0,2025/4/7 2:28,2025/3/25 1:30,2162.316054,1,1004595,26444,1129,2025/2/18 2:38,2025/2/18 2:02,留,,,,,,
13266,0,0,0,2025/4/7 2:28,2025/3/25 2:10,2161.642676,1,1004595,26446,1130,2025/2/18 4:40,2025/2/18 4:03,留,,,,,,
13371,0,0,0,2025/4/7 2:29,2025/3/25 4:07,2161.480136,1,1004595,26448,1131,2025/2/18 5:26,2025/2/18 4:44,留,,,,,,
13378,0,0,0,2025/4/7 2:29,2025/3/25 5:59,2528.541905,1,1004595,26450,1132,2025/2/18 6:12,2025/2/18 5:30,留,,,,,,
13384,0,0,0,2025/4/7 2:29,2025/3/25 6:59,2882.971973,1,1004595,26452,1133,2025/2/18 7:03,2025/2/18 6:15,留,,,,,,
13415,0,0,0,2025/4/7 1:11,2025/3/26 1:14,1803.822472,1,1004595,26736,1272,2025/2/10 7:41,2025/2/10 7:11,留,,,,,,
13712,0,0,0,2025/4/7 1:05,2025/3/27 2:48,2526.08059,1,1004595,26772,1290,2025/2/10 1:18,2025/2/10 0:36,留,,,,,,
13713,0,0,0,2025/4/7 1:06,2025/3/27 2:48,1801.407596,1,1004595,26764,1286,2025/2/10 2:36,2025/2/10 2:06,留,,,,,,
13714,0,0,0,2025/4/7 1:07,2025/3/27 2:48,1803.985011,1,1004595,26762,1285,2025/2/10 4:33,2025/2/10 4:03,留,,,,,,
13715,0,0,0,2025/4/7 1:07,2025/3/27 2:48,2160.644218,1,1004595,26760,1284,2025/2/10 5:12,2025/2/10 4:36,留,,,,,,
13716,0,0,0,2025/4/7 1:08,2025/3/27 2:52,2882.507574,1,1004595,26756,1282,2025/2/10 6:40,2025/2/10 5:52,留,,,,,,
13717,0,0,0,2025/4/7 1:09,2025/3/27 2:53,1440.011519,1,1004595,26750,1279,2025/2/10 7:06,2025/2/10 6:42,留,,,,,,
13718,0,0,0,2025/4/7 1:12,2025/3/27 2:53,2174.622653,1,1004595,26734,1271,2025/2/10 8:23,2025/2/10 7:44,留,,,,,,
13719,0,0,0,2025/4/7 1:12,2025/3/27 2:53,3611.476259,1,1004595,26732,1270,2025/2/12 1:02,2025/2/12 0:02,留,,,,,,
13720,0,0,0,2025/4/7 1:13,2025/3/27 2:53,3612.172857,1,1004595,26724,1266,2025/2/12 2:04,2025/2/12 1:04,留,,,,,,
13721,0,0,0,2025/4/7 2:31,2025/3/27 2:53,2882.971973,1,1004595,26476,1145,2025/2/18 7:53,2025/2/18 7:05,留,,,,,,
13722,0,0,0,2025/4/7 1:13,2025/3/27 2:54,3604.34771,1,1004595,26826,1317,2025/2/12 5:03,2025/2/12 4:03,留,,,,,,
13723,0,0,0,2025/4/7 1:38,2025/3/27 2:54,3604.18517,1,1004595,26824,1316,2025/2/12 6:07,2025/2/12 5:07,留,,,,,,
13724,0,0,0,2025/4/7 1:38,2025/3/27 2:54,3604.603129,1,1004595,26820,1314,2025/2/12 7:10,2025/2/12 6:10,留,,,,,,
13725,0,0,0,2025/4/7 1:43,2025/3/27 2:54,3610.91898,1,1004595,26816,1312,2025/2/12 8:12,2025/2/12 7:12,留,,,,,,
13726,0,0,0,2025/4/7 1:43,2025/3/27 2:54,3603.720771,1,1004595,26812,1310,2025/2/13 1:03,2025/2/13 0:03,留,,,,,,
13727,0,0,0,2025/4/7 1:50,2025/3/27 2:54,3600.214558,1,1004595,26810,1309,2025/2/13 2:06,2025/2/13 1:06,留,,,,,,
13728,0,0,0,2025/4/7 1:50,2025/3/27 2:54,1806.516009,1,1004595,26804,1306,2025/2/13 2:42,2025/2/13 2:12,留,,,,,,
13729,0,0,0,2025/4/7 1:50,2025/3/27 2:55,3612.010318,1,1004595,26794,1301,2025/2/13 5:03,2025/2/13 4:03,留,,,,,,
13730,0,0,0,2025/4/7 1:51,2025/3/27 2:55,1800.478798,1,1004595,26788,1298,2025/2/13 5:36,2025/2/13 5:06,留,,,,,,
13731,0,0,0,2025/4/7 2:31,2025/3/27 2:55,2881.346576,1,1004595,26454,1134,2025/2/18 8:53,2025/2/18 8:05,留,,,,,,
13732,0,0,0,2025/4/7 2:32,2025/3/27 2:55,3601.004036,1,1004595,26478,1146,2025/2/19 1:02,2025/2/19 0:02,留,,,,,,
13733,0,0,0,2025/4/7 2:32,2025/3/27 2:55,3601.213016,1,1004595,26480,1147,2025/2/19 2:05,2025/2/19 1:05,留,,,,,,
13734,0,0,0,2025/4/7 2:32,2025/3/27 2:56,3600.771837,1,1004595,26500,1157,2025/2/19 5:04,2025/2/19 4:04,留,,,,,,
13738,0,0,0,2025/5/12 7:54,2025/3/27 2:56,0,1,1004595,26502,1158,2025/2/19 6:07,2025/2/19 5:07,留,,,,,,
13739,0,0,0,2025/4/7 2:33,2025/3/27 2:57,3600.702177,1,1004595,26504,1159,2025/2/19 7:12,2025/2/19 6:12,留,,,,,,
13741,0,0,0,2025/4/7 2:33,2025/3/27 2:57,3603.418912,1,1004595,26506,1160,2025/2/19 8:15,2025/2/19 7:15,留,,,,,,
13742,0,0,0,2025/4/7 2:34,2025/3/27 2:57,3600.609297,1,1004595,26508,1161,2025/2/20 1:03,2025/2/20 0:03,留,,,,,,
13744,0,0,0,2025/4/7 2:34,2025/3/27 2:57,2882.345034,1,1004595,26512,1162,2025/2/20 1:54,2025/2/20 1:06,留,,,,,,
13746,0,0,0,2025/4/7 2:36,2025/3/27 2:57,3604.06907,1,1004595,26518,1163,2025/2/20 2:57,2025/2/20 1:57,留,,,,,,
13747,0,0,0,2025/4/7 2:36,2025/3/27 2:57,3600.284218,1,1004595,26520,1164,2025/2/20 5:03,2025/2/20 4:03,留,,,,,,
13749,0,0,0,2025/4/7 2:36,2025/3/27 2:57,2160.713878,1,1004595,26522,1165,2025/2/20 5:42,2025/2/20 5:06,留,,,,,,
13750,0,0,0,2025/4/7 2:37,2025/3/27 2:58,3600.586077,1,1004595,26524,1166,2025/2/20 6:45,2025/2/20 5:45,留,,,,,,
13751,0,0,0,2025/4/7 2:37,2025/3/27 2:58,2893.351315,1,1004595,26782,1295,2025/2/20 7:40,2025/2/20 6:52,留,,,,,,
13753,0,0,0,2025/4/7 2:37,2025/3/27 2:58,2892.352857,1,1004595,26786,1297,2025/2/20 8:30,2025/2/20 7:42,留,,,,,,
13754,0,0,0,2025/6/29 14:05,2025/3/27 2:58,3645.284581,1,1004595,26792,1300,2025/2/21 1:03,2025/6/29 14:05,留,,,,,,
13755,0,0,0,2025/4/7 2:38,2025/3/27 2:58,2520.948957,1,1004595,26798,1303,2025/2/21 1:49,2025/2/21 1:07,留,,,,,,
13757,0,0,0,2025/4/7 2:38,2025/3/27 2:58,1806.376689,1,1004595,26800,1304,2025/2/21 2:27,2025/2/21 1:53,留,,,,,,
13758,0,0,0,2025/4/7 2:39,2025/3/27 2:59,2884.62059,1,1004595,26808,1308,2025/2/21 4:55,2025/2/21 4:07,留,,,,,,
13761,0,0,0,2025/4/7 2:39,2025/3/27 2:59,3604.30127,1,1004595,26528,1168,2025/2/21 6:02,2025/2/21 5:02,留,,,,,,
13762,0,0,0,2025/4/7 2:39,2025/3/27 2:59,3600.911157,1,1004595,26530,1169,2025/2/21 7:08,2025/2/21 6:08,留,,,,,,
13763,0,0,0,2025/4/7 2:39,2025/3/27 2:59,3604.974671,1,1004595,26534,1171,2025/2/21 8:13,2025/2/21 7:13,留,,,,,,
13764,0,0,0,2025/4/7 2:40,2025/3/27 2:59,3625.152835,1,1004595,26538,1173,2025/2/25 1:07,2025/2/25 0:07,留,,,,,,
13765,0,0,0,2025/4/7 2:40,2025/3/27 3:00,3618.488708,1,1004595,26542,1175,2025/2/25 2:18,2025/2/25 1:18,留,,,,,,
15540,0,0,0,2025/6/29 13:57,2025/6/2 7:43,1806.516009,1,1004595,28239,1986,2025/6/3 1:16,2025/6/3 0:46,留,,,,,,
15541,0,0,0,2025/7/27 5:01,2025/6/3 0:16,1836.213991,1,1004595,28241,1987,2025/6/3 1:51,2025/6/3 1:21,留,,,,,,
15587,0,0,0,2025/6/3 1:18,2025/6/3 0:48,1806.817869,1,1004595,28243,1988,2025/6/3 5:14,2025/6/3 4:44,留,,,,,,
15592,0,0,0,2025/6/3 1:49,2025/6/3 1:19,1802.986553,1,1004595,28245,1989,2025/6/3 5:53,2025/6/3 5:23,留,,,,,,
15596,0,0,0,2025/6/3 2:19,2025/6/3 1:49,1801.268277,1,1004595,28247,1990,2025/6/3 6:28,2025/6/3 5:58,留,,,,,,
15600,0,0,0,2025/6/3 4:31,2025/6/3 4:01,1813.853515,1,1004595,28249,1991,2025/6/3 7:07,2025/6/3 6:37,留,,,,,,
15603,0,0,0,2025/6/3 5:02,2025/6/3 4:32,1812.367438,1,1004595,28251,1992,2025/6/3 7:42,2025/6/3 7:12,留,,,,,,
15609,0,0,0,2025/6/3 5:33,2025/6/3 5:03,1818.404649,1,1004595,28253,1993,2025/6/4 0:55,2025/6/4 0:25,留,,,,,,
15620,0,0,0,2025/6/3 6:04,2025/6/3 5:33,1820.633764,1,1004595,28255,1994,2025/6/10 0:52,2025/6/10 0:22,留,,,,,,
15625,0,0,0,2025/6/3 6:34,2025/6/3 6:04,1822.5378,1,1004595,28257,1995,2025/6/10 1:27,2025/6/10 0:57,留,,,,,,
15636,0,0,0,2025/6/3 7:05,2025/6/3 6:35,1802.243515,1,1004595,28259,1996,2025/6/10 4:36,2025/6/10 4:06,留,,,,,,
15640,0,0,0,2025/6/3 7:36,2025/6/3 7:06,1802.220295,1,1004595,28265,1999,2025/6/10 5:16,2025/6/10 4:46,留,,,,,,
15649,0,0,0,2025/6/3 8:06,2025/6/3 7:36,1805.471111,1,1004595,28283,2008,2025/6/10 5:54,2025/6/10 5:24,留,,,,,,
15759,0,0,0,2025/6/5 0:37,2025/6/5 0:07,1802.15,1,1004595,28287,2010,2025/6/10 6:30,2025/6/10 6:00,留,,,,,,
15800,0,0,0,2025/6/5 1:10,2025/6/5 0:40,1827.343991,1,1004595,28349,2041,2025/6/10 7:07,2025/6/10 6:37,留,,,,,,
15812,0,0,0,2025/6/5 1:43,2025/6/5 1:12,1805.470998,1,1004595,28297,2015,2025/6/10 7:42,2025/6/10 7:12,留,,,,,,
15815,0,0,0,2025/6/5 2:14,2025/6/5 1:44,1801.337937,1,1004595,28305,2019,2025/6/12 0:32,2025/6/12 0:02,留,,,,,,
16071,0,0,0,2025/6/10 0:52,2025/6/10 0:22,1805.146009,1,1004595,28307,2020,2025/6/12 1:11,2025/6/12 0:41,留,,,,,,
16075,0,0,0,2025/6/10 1:27,2025/6/10 0:53,1838.675011,1,1004595,28309,2021,2025/6/12 1:51,2025/6/12 1:21,留,,,,,,
16080,0,0,0,2025/6/10 1:58,2025/6/10 1:28,1811.25288,1,1004595,28311,2022,2025/6/12 4:51,2025/6/12 4:21,留,,,,,,
16086,0,0,0,2025/6/10 4:35,2025/6/10 4:04,1843.737007,1,1004595,28313,2023,2025/6/12 5:31,2025/6/12 5:01,留,,,,,,
16092,0,0,0,2025/6/10 5:09,2025/6/10 4:38,1833.845941,1,1004595,28315,2024,2025/6/12 6:07,2025/6/12 5:36,留,,,,,,
16097,0,0,0,2025/6/10 5:40,2025/6/10 5:09,1833.636961,1,1004595,28319,2026,2025/6/12 6:45,2025/6/12 6:14,留,,,,,,
16101,0,0,0,2025/6/10 6:13,2025/6/10 5:42,1801.313991,1,1004595,28321,2027,2025/6/12 7:22,2025/6/12 6:52,留,,,,,,
16104,0,0,0,2025/6/10 6:43,2025/6/10 6:13,1801.616009,1,1004595,28323,2028,2025/6/12 7:59,2025/6/12 7:29,留,,,,,,
16111,0,0,0,2025/6/10 7:14,2025/6/10 6:43,1854.650998,1,1004595,28325,2029,2025/6/13 5:17,2025/6/13 4:47,留,,,,,,
16117,0,0,0,2025/6/10 7:48,2025/6/10 7:18,1808.001995,1,1004595,28329,2031,2025/6/13 5:56,2025/6/13 5:25,留,,,,,,
16120,0,0,0,2025/6/10 8:19,2025/6/10 7:48,1846.012993,1,1004595,28333,2033,2025/6/13 6:34,2025/6/13 6:04,留,,,,,,
